,NAME,GEO_ID,pop,raceeth_whitealone_nothispanicorlatino,raceeth_hispanicorlatino,units_allhousing,occupancy_total_series,occupancy_occupiedunits,occupancy_vacantunits,gq_total_series,gq_institutionalized,gq_institutionalized_correctionalfacilityadults,gq_institutionalized_juvenilefacility,gq_institutionalized_nursingorskillednursingfacility,gq_institutionalized_other,gq_noninstitutionalized,gq_noninstitutionalized_collegeoruniversitystudenthousing,gq_noninstitutionalized_militaryquarters,gq_noninstitutionalized_other,raceeth_total_series,raceeth_white_alone,raceeth_blackafricanamerican_alone,raceeth_americanindianalaskanative_alone,raceeth_asian_alone,raceeth_nativehawaiianotherpacificislander_alone,raceeth_someotherrace_alone,raceeth_twoormoreraces,raceeth_tworaces,raceeth_tworaces_white_blackafricanamerican,raceeth_tworaces_white_americanindianalaskanative,raceeth_tworaces_white_asian,raceeth_tworaces_white_nativehawaiianpacificislander,raceeth_tworaces_white_someotherrace,raceeth_tworaces_blackafricanamerican_americanindianalaskanative,raceeth_tworaces_blackafricanamerican_asian,raceeth_tworaces_blackafricanamerican_nativehawaiianpacificislander,raceeth_tworaces_blackafricanamerican_someotherrace,raceeth_tworaces_americanindianalaskanative_asian,raceeth_tworaces_americanindianalaskanative_nativehawaiianpacificislander,raceeth_tworaces_americanindianalaskanative_someotherrace,raceeth_tworaces_asiannativehawaiianpacificislander,raceeth_tworaces_asiansomeotherrace,raceeth_tworaces_nativehawaiianotherpacificislandersomeotherrace,raceeth_threeraces,raceeth_threeraces_white_blackafricanamerican_americanindianalaskanative,raceeth_threeraces_white_blackafricanamerican_asian,raceeth_threeraces_white_blackafricanamerican_nativehawaiianpacificislander,raceeth_threeraces_white_blackafricanamerican_someotherrace,raceeth_threeraces_white_americanindianalaskanative_asian,raceeth_threeraces_white_americanindianalaskanative_nativehawaiianpacificislander,raceeth_threeraces_white_americanindianalaskanative_someotherrace,raceeth_threeraces_white_asian_nativehawaiianpacificislander,raceeth_threeraces_white_asian_someotherrace,raceeth_threeraces_white_nativehawaiianpacificislander_someotherrace,raceeth_threeraces_blackafricanamerican_americanindianalaskanative_asian,raceeth_threeraces_blackafricanamerican_americanindianalaskanative_nativehawaiianpacificislander,raceeth_threeraces_blackafricanamerican_americanindianalaskanative_someotherrace,raceeth_threeraces_blackafricanamerican_asian_nativehawaiianpacificislander,raceeth_threeraces_blackafricanamerican_asian_someotherrace,raceeth_threeraces_blackafricanamerican_nativehawaiianpacificislander_someotherrace,raceeth_threeraces_americanindianalaskanative_asian_nativehawaiianpacificislander,raceeth_threeraces_americanindianalaskanative_asian_someotherrace,raceeth_threeraces_americanindianalaskanative_nativehawaiianpacificislander_someotherrace,raceeth_threeraces_asian_nativehawaiianpacificislander_someotherrace,raceeth_fourraces,raceeth_fourraces_white_blackafricanamerican_americanindianalaskanative_asian,raceeth_fourraces_white_blackafricanamerican_americanindianalaskanative_nativehawaiianpacificislander,raceeth_fourraces_white_blackafricanamerican_americanindianalaskanative_someotherrace,raceeth_fourraces_white_blackafricanamerican_asian_nativehawaiianpacificislander,raceeth_fourraces_white_blackafricanamerican_asian_someotherrace,raceeth_fourraces_white_blackafricanamerican_nativehawaiianpacificislander_someotherrace,raceeth_fourraces_white_americanindianalaskanative_asian_nativehawaiianpacificislander,raceeth_fourraces_white_americanindianalaskanative_asian_someotherrace,raceeth_fourraces_white_americanindianalaskanative_nativehawaiianpacificislander_someotherrace,raceeth_fourraces_white_asian_nativehawaiianpacificislander_someotherrace,raceeth_fourraces_blackafricanamerican_americanindianalaskanative_asian_nativehawaiianpacificislander,raceeth_fourraces_blackafricanamerican_americanindianalaskanative_asian_someotherrace,raceeth_fourraces_blackafricanamerican_americanindianalaskanative_nativehawaiianpacificislander_someotherrace,raceeth_fourraces_blackafricanamerican_asian_nativehawaiianpacificislander_someotherrace,raceeth_fourraces_americanindianalaskanative_asian_nativehawaiianpacificislander_someotherrace,raceeth_fiveraces,raceeth_fiveraces_white_blackafricanamerican_americanindianalaskanative_asian_nativehawaiianpacificislander,raceeth_fiveraces_white_blackafricanamerican_americanindianalaskanative_asian_someotherrace,raceeth_fiveraces_white_blackafricanamerican_americanindianalaskanative_nativehawaiianpacificislander_someotherrace,raceeth_fiveraces_white_blackafricanamerican_asian_nativehawaiianpacificislander_someotherrace,raceeth_fiveraces_white_americanindianalaskanative_asian_nativehawaiianpacificislander_someotherrace,raceeth_fiveraces_blackafricanamerican_americanindianalaskanative_asian_nativehawaiianpacificislander_someotherrace,raceeth_sixraces,raceeth_sixraces_white_blackafricanamerican_americanindianalaskanative_asian_nativehawaiianpacificislander_someotherrace
153,Tennessee,0400000US47,6910840.0,4900246.0,479187.0,3031605.0,3031605.0,2742947.0,288658.0,156422.0,84053.0,47728.0,2088.0,32882.0,1355.0,72369.0,55024.0,1413.0,15932.0,6910840.0,4990938.0,1092948.0,28044.0,135615.0,4115.0,246282.0,412898.0,391747.0,71033.0,109625.0,31467.0,2453.0,153279.0,6326.0,2814.0,534.0,8615.0,347.0,104.0,2801.0,926.0,1082.0,341.0,19049.0,6873.0,1565.0,261.0,2599.0,1380.0,210.0,3407.0,1046.0,777.0,132.0,140.0,49.0,250.0,166.0,67.0,32.0,30.0,12.0,6.0,47.0,1832.0,466.0,82.0,770.0,79.0,113.0,12.0,112.0,83.0,16.0,36.0,25.0,6.0,8.0,16.0,8.0,250.0,107.0,108.0,12.0,14.0,5.0,4.0,20.0,20.0
